[2026-08-01T17:07:13.721348+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="wow"
 - Connected Servers: 3 servers connected. Run ~servers to see more
 - Permissions: Administrator```"
[2026-08-04T18:48:53.198646+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Diagnostic Report
 - Status: Online
 - Host Machine: plasmadmin-xps-8910(firebot)
 - Discord Server: Yap(1463624406470230232)
 - Latency: 38ms
 - Token status: loaded
 - Connected Servers: 3 servers connected. Run ~servers to see more
 - Permissions: Administrator
```"
[2026-08-04T18:48:53.391270+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Executed test diagnostics across 1 target.
```"
[2026-08-04T18:49:34.119044+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Warning] Reboot initiated. Console flag found, opening Emberbot137 Console.
```"
[2026-08-04T18:49:39.291319+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Connected to 3 channels 
Current Target Channel: yap/#everyone 
Type help for a list of commands
```"
[2026-08-04T18:49:41.103304+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Available Console Commands
 - test                                    - Send diagnostic report to target(s)
 - echo <msg>                              - Send <msg> to target(s)
 - spam <number> <msg>                     - Send <number> of messages <msg> to target(s)
 - delay <secs> <cmd>                      - Execute <cmd> after <secs> seconds
 - tasks                                   - Lists all active tasks
 - cancel <task_id>                        - Halt active tasks by task id
 - set <server|channel> <name|all>         - Target specific server/channel
 - tail <file>                             - Outputs last 15 lines of any file
 - servers                                 - List connected servers and channels
 - volume <number>                         - Changes volume to <number>%
 - reboot <-c>                             - Initiates reboot and updates. Optional -c flag will open console
 - help                                    - Show this help menu
 - exit                                    - Shut down this bot
```"
[2026-08-04T18:49:43.525509+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Diagnostic Report
 - Status: Online
 - Host Machine: plasmadmin-xps-8910(firebot)
 - Discord Server: Yap(1463624406470230232)
 - Latency: 31ms
 - Token status: loaded
 - Connected Servers: 3 servers connected. Run ~servers to see more
 - Permissions: Administrator
```"
[2026-08-04T18:49:43.770188+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Diagnostic Report
 - Status: Online
 - Host Machine: plasmadmin-xps-8910(firebot)
 - Discord Server: Yap(1463624406470230232)
 - Latency: 31ms
 - Token status: loaded
 - Connected Servers: 3 servers connected. Run ~servers to see more
 - Permissions: Administrator
```"
[2026-08-04T18:49:43.876219+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Executed test diagnostics across 1 target.
```"
[2026-08-04T18:49:49.781544+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="test"
[2026-08-04T18:49:49.994451+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Echoed message to 1 target
```"
[2026-08-04T18:49:55.457040+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="test"
[2026-08-04T18:49:55.516770+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Initiated background spam task #1 across 1 target.
```"
[2026-08-04T18:49:56.757513+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="test (2)"
[2026-08-04T18:50:04.247507+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Scheduled command to run in 30s.
```"
[2026-08-04T18:50:08.258182+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Active Background Tasks
 - 2: Running test in 30s. Started at 18:50:04
```"
[2026-08-04T18:50:15.000424+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Cancelled task #2.
```"
[2026-08-04T18:50:33.817528+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Scheduled command to run in 30s.
```"
[2026-08-04T18:51:03.213398+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Diagnostic Report
 - Status: Online
 - Host Machine: plasmadmin-xps-8910(firebot)
 - Discord Server: Yap(1463624406470230232)
 - Latency: 34ms
 - Token status: loaded
 - Connected Servers: 3 servers connected. Run ~servers to see more
 - Permissions: Administrator
```"
[2026-08-04T18:51:03.387706+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Diagnostic Report
 - Status: Online
 - Host Machine: plasmadmin-xps-8910(firebot)
 - Discord Server: Yap(1463624406470230232)
 - Latency: 34ms
 - Token status: loaded
 - Connected Servers: 3 servers connected. Run ~servers to see more
 - Permissions: Administrator
```"
[2026-08-04T18:51:03.530952+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Executed test diagnostics across 1 target.
```"
[2026-08-04T18:54:03.108536+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Available Console Commands
 - test                                    - Send diagnostic report to target(s)
 - echo <msg>                              - Send <msg> to target(s)
 - spam <number> <msg>                     - Send <number> of messages <msg> to target(s)
 - delay <secs> <cmd>                      - Execute <cmd> after <secs> seconds
 - tasks                                   - Lists all active tasks
 - cancel <task_id>                        - Halt active tasks by task id
 - set <server|channel> <name|all>         - Target specific server/channel
 - tail <file>                             - Outputs last 15 lines of any file
 - servers                                 - List connected servers and channels
 - volume <number>                         - Changes volume to <number>%
 - reboot <-c>                             - Initiates reboot and updates. Optional -c flag will open console
 - help                                    - Show this help menu
 - exit                                    - Shut down this bot
```"
[2026-08-04T18:54:12.468993+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Target server updated to: Rainbows and Clouds
```"
[2026-08-04T18:54:12.668999+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Retrieved active channel: Rainbows and Clouds/#everyone
```"
[2026-08-04T18:56:28.351128+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Connected to 3 channels 
Current Target Channel: yap/#everyone 
Type help for a list of commands
```"
[2026-08-04T18:56:39.853878+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Target channel updated to: #plasma
```"
[2026-08-04T18:56:40.060540+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Retrieved active channel: yap/#plasma
```"
[2026-08-04T18:56:44.639782+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Target channel updated to: #everyone
```"
[2026-08-04T18:56:45.812242+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Retrieved active channel: yap/#everyone
```"
[2026-08-04T18:56:50.240545+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Connected Servers & Channels
 - Yap(ID: 1463624406470230232)
  ↳ Channels: emberbot137-remote-console, plasma, plasma-dragon, plasma-frog, plasma-twi, plasma-dragon-twi, plasma-dragon-frog, plasma-twi-frog, everyone, remote-controlled-bob
 - Rainbows and Clouds(ID: 1511895185007579206)
  ↳ Channels: rainbows, clouds, info
 - Queer City(ID: 1533520595004821645)
  ↳ Channels: rules, announcements, chat, debates, bot, qotd-discussion, qotd, moderator, safety
```"
[2026-08-04T18:56:55.849584+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Warning] Reboot initiated. Console flag found, opening Emberbot137 Console.
```"
[2026-08-04T18:57:01.178846+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Connected to 3 channels 
Current Target Channel: yap/#everyone 
Type help for a list of commands
```"
[2026-08-04T18:59:39.775126+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Warning] Reboot initiated. Console flag found, opening Emberbot137 Console.
```"
[2026-08-04T18:59:51.861832+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Connected to 3 channels 
Current Target Channel: yap/#everyone 
Type help for a list of commands
```"
[2026-08-04T19:00:09.222120+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Available Console Commands
 - test                                    - Send diagnostic report to target(s)
 - echo <msg>                              - Send <msg> to target(s)
 - spam <number> <msg>                     - Send <number> of messages <msg> to target(s)
 - delay <secs> <cmd>                      - Execute <cmd> after <secs> seconds
 - tasks                                   - Lists all active tasks
 - cancel <task_id>                        - Halt active tasks by task id
 - set <server|channel> <name|all>         - Target specific server/channel
 - tail <file>                             - Outputs last 15 lines of any file
 - servers                                 - List connected servers and channels
 - volume <number>                         - Changes volume to <number>%
 - reboot <-c>                             - Initiates reboot and updates. Optional -c flag will open console
 - help                                    - Show this help menu
 - exit                                    - Shut down this bot
```"
[2026-08-04T19:00:14.761863+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Volume set to 5%
```"
[2026-08-04T19:00:19.191706+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Volume set to 17%
```"
[2026-08-04T19:00:26.118873+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Connected Servers & Channels
 - Yap(ID: 1463624406470230232)
  ↳ Channels: emberbot137-remote-console, plasma, plasma-dragon, plasma-frog, plasma-twi, plasma-dragon-twi, plasma-dragon-frog, plasma-twi-frog, everyone, remote-controlled-bob
 - Rainbows and Clouds(ID: 1511895185007579206)
  ↳ Channels: rainbows, clouds, info
 - Queer City(ID: 1533520595004821645)
  ↳ Channels: rules, announcements, chat, debates, bot, qotd-discussion, qotd, moderator, safety
```"
[2026-08-04T19:00:33.946751+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Target server updated to: Queer City
```"
[2026-08-04T19:00:34.103014+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Retrieved active channel: Queer City/#everyone
```"
[2026-08-04T19:06:54.706186+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Connected to 3 channels 
Current Target Channel: yap/#everyone 
Type help for a list of commands
```"
[2026-08-04T19:06:54.849883+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Warning] Reboot initiated. Console flag found, opening Emberbot137 Console.
```"
[2026-08-04T19:07:01.258507+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Connected to 3 channels 
Current Target Channel: yap/#everyone 
Type help for a list of commands
```"
[2026-08-04T19:07:05.834002+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Target server updated to: Rainbows and Clouds
```"
[2026-08-04T19:07:06.046944+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Retrieved active channel: Rainbows and Clouds/#everyone
```"
[2026-08-04T19:07:10.803103+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Error] Exception in console_controller: 'NoneType' object has no attribute 'channel'
``` (2)"
[2026-08-04T19:17:00.086930+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Connected to 3 channels 
Current Target Channel: yap/#everyone 
Type help for a list of commands
```"
[2026-08-04T19:17:00.659858+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Warning] Reboot initiated. Console flag found, opening Emberbot137 Console.
```"
[2026-08-04T19:17:05.856980+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Connected to 3 channels 
Current Target Channel: yap/#everyone 
Type help for a list of commands
```"
[2026-08-04T19:17:09.612230+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Available Console Commands
 - test                                    - Send diagnostic report to target(s)
 - echo <msg>                              - Send <msg> to target(s)
 - spam <number> <msg>                     - Send <number> of messages <msg> to target(s)
 - delay <secs> <cmd>                      - Execute <cmd> after <secs> seconds
 - tasks                                   - Lists all active tasks
 - cancel <task_id>                        - Halt active tasks by task id
 - set <server|channel> <name|all>         - Target specific server/channel
 - tail <file>                             - Outputs last 15 lines of any file
 - servers                                 - List connected servers and channels
 - volume <number>                         - Changes volume to <number>%
 - reboot <-c>                             - Initiates reboot and updates. Optional -c flag will open console
 - help                                    - Show this help menu
 - exit                                    - Shut down this bot
```"
[2026-08-04T19:17:13.506789+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Diagnostic Report
 - Status: Online
 - Host Machine: plasmadmin-xps-8910(firebot)
 - Discord Server: Yap(1463624406470230232)
 - Latency: 36ms
 - Token status: loaded
 - Connected Servers: 3 servers connected. Run ~servers to see more
 - Permissions: Administrator
```"
[2026-08-04T19:17:13.718294+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Diagnostic Report
 - Status: Online
 - Host Machine: plasmadmin-xps-8910(firebot)
 - Discord Server: Yap(1463624406470230232)
 - Latency: 36ms
 - Token status: loaded
 - Connected Servers: 3 servers connected. Run ~servers to see more
 - Permissions: Administrator
```"
[2026-08-04T19:17:14.247464+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Executed test diagnostics across 1 target.
```"
[2026-08-04T19:17:16.066712+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="test"
[2026-08-04T19:17:16.251562+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Echoed message to 1 target
```"
[2026-08-04T19:17:18.536246+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="test"
[2026-08-04T19:17:18.628452+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Initiated background spam task #1 across 1 target.
```"
[2026-08-04T19:17:18.833179+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Error] Exception in console_controller: 'dict' object has no attribute 'append'
```"
[2026-08-04T19:17:19.900071+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="test (2)"
[2026-08-04T19:17:22.772918+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Scheduled command to run in 3s.
```"
[2026-08-04T19:17:25.409036+00:00] Guild="Yap" | Channel="#everyone" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Diagnostic Report
 - Status: Online
 - Host Machine: plasmadmin-xps-8910(firebot)
 - Discord Server: Yap(1463624406470230232)
 - Latency: 36ms
 - Token status: loaded
 - Connected Servers: 3 servers connected. Run ~servers to see more
 - Permissions: Administrator
```"
[2026-08-04T19:17:25.589090+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Diagnostic Report
 - Status: Online
 - Host Machine: plasmadmin-xps-8910(firebot)
 - Discord Server: Yap(1463624406470230232)
 - Latency: 36ms
 - Token status: loaded
 - Connected Servers: 3 servers connected. Run ~servers to see more
 - Permissions: Administrator
```"
[2026-08-04T19:17:25.969206+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Executed test diagnostics across 1 target.
```"
[2026-08-04T19:17:30.333721+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Scheduled command to run in 30s.
```"
[2026-08-04T19:17:37.151200+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
= Active Background Tasks
 - 3: Running test in 30s. Started at 19:17:30
```"
[2026-08-04T19:17:40.337360+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Cancelled task #3.
```"
[2026-08-04T19:17:47.470791+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Target server updated to: Rainbows and Clouds
```"
[2026-08-04T19:17:47.695525+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Success] Retrieved active channel: Rainbows and Clouds/#everyone
```"
[2026-08-04T19:17:52.485183+00:00] Guild="Yap" | Channel="#emberbot137-remote-console" | User="Emberbot137#6769" (1532899245005475860) | Content="```markdown
[Error] Exception in console_controller: 'NoneType' object has no attribute 'channel'
``` (3)"
[2026-08-04T19:31:21.434117+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="jarona"
[2026-08-04T19:32:19.797580+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="echo [Verse 1]
Ten feet twenty, the Flower Man
Is waiting for the touch of his hand
Straightening petals out without a plan
Like the every daily
Wish that bothers the Flower Man
Could I do something to make him laugh?
Inside my little chamber made of glass
So he lived the

[Chorus]
Flower Man, Flower Man
With his heart in the sand
So he stands
To watch the whole wide world
From a can
Way up high in the sky
With the sun in his eyes
Ain't it nice?
The life forever for
Flowers

[Instrumental Break]

[Verse 2]
Ten feet twenty, the Flower Man
Is waiting for the touch of his hand
Fallen to pieces still without a plan
Yet the every daily
Hope that powered the Flower Man
Would never cower off of its path
Even if broken I am more than glass
So he lived the
[Chorus]
Flower Man, Flower Man
With his heart in the sand
So he stands
To watch the whole wide world
From a can
Way up high in the sky
With the sun in your eyes
Ain't it nice?
The life forever for
Flowers"
[2026-08-04T19:32:20.001916+00:00] Guild="Yap" | Channel="#everyone" | User="bobbot9000#8975" (1533157532510584894) | Content="[Verse 1]
Ten feet twenty, the Flower Man
Is waiting for the touch of his hand
Straightening petals out without a plan
Like the every daily
Wish that bothers the Flower Man
Could I do something to make him laugh?
Inside my little chamber made of glass
So he lived the

[Chorus]
Flower Man, Flower Man
With his heart in the sand
So he stands
To watch the whole wide world
From a can
Way up high in the sky
With the sun in his eyes
Ain't it nice?
The life forever for
Flowers

[Instrumental Break]

[Verse 2]
Ten feet twenty, the Flower Man
Is waiting for the touch of his hand
Fallen to pieces still without a plan
Yet the every daily
Hope that powered the Flower Man
Would never cower off of its path
Even if broken I am more than glass
So he lived the
[Chorus]
Flower Man, Flower Man
With his heart in the sand
So he stands
To watch the whole wide world
From a can
Way up high in the sky
With the sun in your eyes
Ain't it nice?
The life forever for
Flowers"
[2026-08-04T19:32:20.164373+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="bobbot9000#8975" (1533157532510584894) | Content="`[Remote Success] Echoed to 1 target(s).`"
[2026-08-04T19:32:25.545794+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="wow"
[2026-08-04T19:32:30.428218+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="i triggered it by saying jarona"
[2026-08-04T19:32:31.940299+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="xd"
[2026-08-04T19:32:56.137735+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="https://klipy.com/gifs/kagamine-len-kagamine-rin-2"
[2026-08-04T19:33:53.406851+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="tf was that"
[2026-08-04T19:33:55.825476+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="https://klipy.com/gifs/banana-len-1"
[2026-08-04T19:34:04.271687+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="jarona"
[2026-08-04T19:34:06.648054+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="jarona"
[2026-08-04T19:34:16.091032+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="banana"
[2026-08-04T19:34:17.687224+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="meaning i finished my work"
[2026-08-04T19:34:28.291081+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="other than piano practic"
[2026-08-04T19:34:30.147562+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="sob"
[2026-08-04T19:34:45.481023+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="i like computer piano more i can screw with it easier"
[2026-08-04T19:34:51.980025+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="/j"
[2026-08-04T19:35:24.781454+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="i wish i could play the piano"
[2026-08-04T19:35:28.931905+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="or any instrument"
[2026-08-04T19:35:36.854942+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="piano is easy as hell"
[2026-08-04T19:35:39.838707+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="guitar though"
[2026-08-04T19:35:41.713351+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="that scares me"
[2026-08-04T19:35:55.130143+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="my cousin is actually pretty good at guitar"
[2026-08-04T19:36:04.076444+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="my irl freind is like god teir at piano"
[2026-08-04T19:36:06.951221+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="my fingers will die if i try guitar"
[2026-08-04T19:36:15.672601+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="same with violins or most stringed insturments"
[2026-08-04T19:36:26.039535+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="also"
[2026-08-04T19:36:28.259507+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="i found this peak 3d model"
[2026-08-04T19:36:28.677828+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="https://www.printables.com/model/901316-ultrakill-v1v2-dummy-13"
[2026-08-04T19:36:35.385248+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="im somewhat not bad at ukulele but i havent practiced in forever"
[2026-08-04T19:36:40.178021+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="lol"
[2026-08-04T19:36:45.928522+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="i played violin for a while"
[2026-08-04T19:36:56.373558+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="i had to quit because of my joint problems"
[2026-08-04T19:37:04.458697+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="it hurt my neck to hold it in place"
[2026-08-04T19:37:16.010125+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="i think i was actually decently good"
[2026-08-04T19:37:16.920516+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="oofie"
[2026-08-04T19:37:25.225125+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="idk if i have any recordings tho"
[2026-08-04T19:38:02.925052+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="also found minos prime https://www.printables.com/model/998485-ultrakill-minos-prime-dummy-13-parts-work-now"
[2026-08-04T19:38:52.449301+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="sobs in 3d printer person language"
[2026-08-04T19:39:04.591241+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="70 files"
[2026-08-04T19:39:43.420087+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="i should make it send this whenever i say jarona"
[2026-08-04T19:39:48.357021+00:00] Guild="Yap" | Channel="#remote-controlled-bob" | User="dragondog558" (789314712990384168) | Content="idk how tho"
[2026-08-04T19:39:50.751520+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="do any of you know the name of those thingies you eat that people commit with"
[2026-08-04T19:39:54.660740+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="like the pill thingies"
[2026-08-04T19:40:10.401667+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="no lol"
[2026-08-04T19:40:13.279678+00:00] Guild="Yap" | Channel="#everyone" | User="twillight_no" (1292531498695524470) | Content="ok"
[2026-08-04T19:40:31.168176+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="also dying is bad for your mental health"
[2026-08-04T19:40:34.044512+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="so dont die"
[2026-08-04T19:40:52.254931+00:00] Guild="Yap" | Channel="#everyone" | User="bossman_sir" (727526906161004614) | Content="please twi talk to a hotline"
[2026-08-04T19:40:55.449446+00:00] Guild="Yap" | Channel="#everyone" | User="dragondog558" (789314712990384168) | Content="its also bad for your physical health"
